gene_id,sf1,sf2,sf3,sl1,sl2,sl3
PEQU_39140,434,586,432,776,882,740
PEQU_39143,0,0,0,0,4,0
PEQU_39142,0,0,0,0,0,0
PEQU_28644,0,0,0,0,0,0
PEQU_31791,1220,1441,860,1008,906,768
PEQU_31792,14,4,4,5,8,3
PEQU_31793,844,1004,954,1844,1864,1525
PEQU_31795,42,33,46,71,71,36
PEQU_31796,557,701,539,352,372,317
PEQU_28643,0,0,0,0,0,0
PEQU_31798,0,0,0,0,0,0
PEQU_28648,1029,1288,1262,1230,1462,1289
PEQU_28649,0,0,0,0,0,0
PEQU_37657,293,406,328,1118,1248,989
PEQU_37655,429,614,500,68,51,48
PEQU_37654,3,23,15,0,0,0
PEQU_37653,231,257,113,392,435,397
PEQU_37652,147,95,105,119,110,123
PEQU_37658,123,133,165,462,470,459
PEQU_09146,1003,1615,1555,2202,1886,1804
PEQU_09147,4,8,7,6,4,10
PEQU_09144,110,86,73,27,24,14
PEQU_41178,200,32,168,9,15,2
PEQU_09142,5,11,4,0,0,0
PEQU_09143,51,29,32,0,13,4
PEQU_09140,0,0,0,0,0,0
PEQU_09141,704,687,543,1625,1794,1517
PEQU_41173,580,561,355,590,687,466
PEQU_41172,0,0,0,0,0,0
PEQU_41171,90,121,138,90,89,88
PEQU_41170,0,22,0,35,17,33
PEQU_41177,42,123,32,10,26,32
PEQU_41176,58,34,34,25,58,22
PEQU_09148,0,7,7,0,3,0
PEQU_09149,1474,1319,1026,1387,1364,1545
PEQU_08439,0,0,0,0,0,0
PEQU_08435,1911,2128,1312,1103,1246,1212
PEQU_08434,0,0,0,0,3,7
PEQU_08436,0,0,0,0,0,0
PEQU_08431,1442,2020,1342,5467,6465,5489
PEQU_08433,223,220,223,562,818,613
PEQU_08432,0,0,0,0,0,5
PEQU_29629,0,0,3,0,2,0
PEQU_04729,64,21,42,46,110,109
PEQU_04728,4,0,0,21,9,0
PEQU_04724,333,381,298,205,235,123
PEQU_04721,9062,7920,4473,489,769,417
PEQU_13500,0,0,0,0,0,8
PEQU_13502,38,36,40,98,73,75
PEQU_06280,0,0,0,0,0,0
PEQU_13508,719,801,527,1457,1689,1596
PEQU_04097,430,636,557,511,590,489
PEQU_33937,26,20,10,62,44,32
PEQU_04094,951,775,611,705,630,518
PEQU_33932,0,0,0,0,0,0
PEQU_33933,6,29,8,4,4,9
PEQU_33930,113,154,124,1022,949,925
PEQU_04090,149,181,142,52,38,25
PEQU_18229,197,297,334,538,697,598
PEQU_04099,4014,5492,3413,2713,2954,2865
PEQU_18225,1390,1583,1088,1043,1088,941
PEQU_36269,25,34,22,26,29,0
PEQU_36268,174,80,99,121,100,80
PEQU_02995,0,0,4,0,0,0
PEQU_36265,0,0,0,0,0,0
PEQU_36267,0,0,0,0,0,0
PEQU_36261,3,3,0,0,6,3
PEQU_36260,5,6,0,2,0,2
PEQU_03173,17,21,13,9,11,6
PEQU_03844,0,0,0,0,0,0
PEQU_40832,0,0,0,0,0,0
PEQU_03175,0,0,0,0,0,0
PEQU_36889,207,241,168,52,80,53
PEQU_36888,0,0,0,0,0,0
PEQU_36881,20,4,0,38,44,64
PEQU_36884,0,0,0,0,0,0
PEQU_36887,459,853,711,1336,1115,1060
PEQU_36886,107,123,68,56,26,26
PEQU_39969,1176,1625,1795,32588,36752,32540
PEQU_39968,77,176,87,15,20,23
PEQU_39967,0,0,0,0,0,0
PEQU_39966,887,831,574,2338,1846,1666
PEQU_39965,20,25,4,0,0,0
PEQU_39964,37,94,47,189,210,175
PEQU_39963,0,0,0,0,0,0
PEQU_39962,0,0,0,0,0,0
PEQU_39961,0,0,0,0,0,0
PEQU_39960,98,149,108,99,95,90
PEQU_37132,0,2,0,0,0,2
PEQU_37133,623,1074,581,0,0,0
PEQU_37136,111,68,34,90,82,6
PEQU_37137,27,29,44,39,34,22
PEQU_37134,3,11,11,4,8,15
PEQU_37138,504,794,400,183,255,274
PEQU_37139,10,55,19,16,13,32
PEQU_14045,426,628,346,221,361,244
PEQU_03176,0,0,0,0,0,0
PEQU_13016,190,331,285,344,274,235
PEQU_13015,21,22,33,39,50,45
PEQU_14046,234,280,200,144,145,149
PEQU_13013,2961,4206,4293,3621,3793,3259
PEQU_13012,1283,1217,1019,641,683,597
PEQU_13011,107,95,61,507,411,333
PEQU_13010,162,216,202,85,78,86
PEQU_41915,124,244,275,303,357,321
PEQU_41914,1,2,0,0,0,0
PEQU_41917,148,332,117,2,14,16
PEQU_41911,203,252,14,283,0,133
PEQU_41910,137,254,75,0,0,0
PEQU_41912,4,7,5,10,11,9
PEQU_41919,351,941,352,736,651,573
PEQU_41918,319,253,229,252,304,268
PEQU_16754,1291,1524,1062,1147,1200,900
PEQU_05258,212,150,273,60,86,87
PEQU_05259,1,0,0,0,2,0
PEQU_05252,0,0,0,0,0,0
PEQU_05253,0,0,0,0,0,0
PEQU_05250,8,25,8,106,51,68
PEQU_05251,0,0,0,0,0,0
PEQU_05256,406,567,539,610,627,395
PEQU_05254,191,158,126,1219,1380,1273
PEQU_05255,2,0,1,0,1,2
PEQU_38376,0,0,0,0,0,0
PEQU_29258,0,0,0,0,0,0
PEQU_29259,0,0,0,0,0,0
PEQU_29255,0,0,0,0,0,0
PEQU_29256,0,0,0,0,0,0
PEQU_29257,0,0,0,0,0,0
PEQU_38379,84,145,79,249,234,233
PEQU_38378,0,0,0,0,0,0
PEQU_23335,555,548,602,3396,3680,3173
PEQU_13115,349,491,451,626,531,552
PEQU_35518,18,18,68,68,144,94
PEQU_35519,0,0,0,0,0,0
PEQU_35512,416,353,330,348,338,310
PEQU_35513,3,3,0,0,4,3
PEQU_35510,1,8,8,0,0,0
PEQU_35511,15,16,7,0,0,0
PEQU_35517,27,10,5,119,124,105
PEQU_35514,0,0,0,0,0,0
PEQU_39429,26,23,21,24,48,33
PEQU_39422,95,157,114,875,658,757
PEQU_39421,1716,1791,1761,1513,1277,1115
PEQU_39426,118,227,203,234,250,194
PEQU_39427,643,673,550,645,686,441
PEQU_39424,7,0,8,0,0,0
PEQU_22257,0,0,0,0,0,0
PEQU_22256,0,0,0,0,0,0
PEQU_19212,387,673,826,75,92,122
PEQU_08378,0,2,6,2,6,0
PEQU_19210,0,0,0,0,0,0
PEQU_19214,67,50,77,113,204,189
PEQU_08372,1038,1820,1126,748,972,684
PEQU_08373,554,717,494,348,323,407
PEQU_08370,4,10,0,0,0,0
PEQU_08371,746,778,620,462,438,345
PEQU_08376,4,1,0,8,1,0
PEQU_08377,627,585,332,610,370,312
PEQU_08374,747,401,723,2749,2878,2168
PEQU_08375,549,899,549,452,357,364
PEQU_01969,258,1000,211,526,571,468
PEQU_01960,1392,2418,1270,2597,3156,2059
PEQU_01961,122,324,57,71,34,35
PEQU_01962,1991,3809,2067,1907,1854,1881
PEQU_01963,55,88,66,69,75,60
PEQU_01967,0,0,0,0,0,0
PEQU_00619,1767,1936,1722,3448,3171,2062
PEQU_00618,656,847,537,560,698,521
PEQU_00611,0,0,0,0,0,0
PEQU_00610,1280,1332,683,13,27,3
PEQU_00613,0,0,0,2,0,0
PEQU_00612,0,0,0,0,0,0
PEQU_00615,0,0,0,0,0,0
PEQU_00614,183,301,165,182,219,138
PEQU_00616,229,285,281,371,321,276
PEQU_07492,104,152,82,260,225,247
PEQU_39017,1,18,5,0,0,0
PEQU_07490,607,771,645,34,34,24
PEQU_07491,222,221,138,146,111,110
PEQU_07496,43,81,31,7,13,4
PEQU_07497,16,12,21,53,56,36
PEQU_07494,0,0,0,0,0,0
PEQU_07495,0,0,0,0,0,0
PEQU_07498,1134,1436,882,1129,1018,859
PEQU_05092,250,361,274,344,400,319
PEQU_13517,838,1209,899,3475,3946,3435
PEQU_13514,117,100,106,388,520,512
PEQU_13512,12,30,20,15,6,12
PEQU_13513,519,956,821,1118,1078,861
PEQU_13510,470,650,634,585,721,571
PEQU_13511,131,143,99,65,43,39
PEQU_13519,1206,2438,1594,3923,4150,3312
PEQU_06723,1810,3249,2174,2734,2845,2201
PEQU_06722,1972,2977,2376,3538,4060,3529
PEQU_06721,1143,3211,1470,0,2,0
PEQU_02611,0,4,0,0,0,10
PEQU_02610,220,369,162,333,324,478
PEQU_02617,495,637,597,609,751,623
PEQU_02616,111,107,64,57,79,54
PEQU_02615,1502,2161,1815,2673,2843,2583
PEQU_02614,168,562,336,260,427,271
PEQU_02619,57,48,38,24,49,18
PEQU_02618,345,513,409,1025,1093,768
PEQU_10157,245,532,268,15,18,22
PEQU_10156,167,964,394,59,68,62
PEQU_10155,1918,1560,1689,614,1030,578
PEQU_10154,6,9,20,57,74,42
PEQU_10153,4,0,12,0,0,0
PEQU_10150,617,975,710,4296,4117,3807
PEQU_19175,1320,2685,1714,1454,1565,1322
PEQU_10159,27,19,19,44,38,56
PEQU_10158,0,11,0,0,0,0
PEQU_17512,196,1381,314,36,48,22
PEQU_17513,0,0,0,0,0,0
PEQU_17510,437,469,185,153,164,130
PEQU_17511,0,0,0,0,0,0
PEQU_17516,53,16,26,31,42,22
PEQU_12749,0,1,0,12,0,0
PEQU_17514,987,1146,704,4398,4389,3889
PEQU_12745,1187,2932,2793,1657,1780,1546
PEQU_17518,0,0,0,0,4,6
PEQU_12747,9181,27638,16978,2615,2795,2635
PEQU_12741,1764,5256,2534,0,8,8
PEQU_12742,4,4,0,0,0,0
PEQU_12743,1444,1886,1953,564,620,572
PEQU_08634,103,154,108,10,20,48
PEQU_11205,40,79,91,664,783,608
PEQU_11206,2518,2669,1945,2933,2833,2207
PEQU_11207,930,1473,1240,1125,1172,968
PEQU_11200,195,275,204,491,646,482
PEQU_11203,830,1324,844,4995,5484,4410
PEQU_11208,101,251,163,169,214,140
PEQU_11209,5655,7999,6249,34415,37086,31809
PEQU_15914,8,0,0,227,275,450
PEQU_15915,0,0,0,0,4,16
PEQU_15916,3,16,15,0,25,0
PEQU_15910,2,5,5,0,2,0
PEQU_15911,433,843,601,796,1005,895
PEQU_15912,0,0,0,14,37,33
PEQU_15918,34,34,36,0,0,10
PEQU_15919,118,127,52,5,21,17
PEQU_07939,708,756,347,2036,1951,1760
PEQU_07938,605,950,694,849,853,746
PEQU_07931,0,0,0,0,0,0
PEQU_07933,0,0,0,0,0,0
PEQU_07932,531,578,412,728,831,584
PEQU_07935,0,0,0,11,5,0
PEQU_07934,426,540,451,399,375,405
PEQU_07937,1127,1146,976,896,962,812
PEQU_07936,1377,1104,912,1421,1719,1325
PEQU_14355,149,133,139,264,303,236
PEQU_14354,7,2,0,0,0,0
PEQU_14356,405,542,362,483,669,413
PEQU_14351,763,1246,870,1996,1969,1614
PEQU_14350,0,0,0,7,10,8
PEQU_14353,138,278,339,237,253,230
PEQU_14352,193,258,247,201,220,194
PEQU_33532,0,0,0,0,0,0
PEQU_14359,828,1006,537,979,1080,792
PEQU_23377,3,0,5,0,0,0
PEQU_21489,761,940,725,845,674,547
PEQU_21488,35,62,90,74,65,60
PEQU_21481,0,0,0,0,0,0
PEQU_21480,0,0,0,0,0,0
PEQU_21483,78,102,68,8,42,16
PEQU_21482,295,462,429,416,361,460
PEQU_21485,1416,1417,1039,1092,760,978
PEQU_21484,664,1188,978,442,433,288
PEQU_24031,144,164,147,101,160,73
PEQU_21486,0,0,0,0,0,0
PEQU_22422,81,289,189,36,60,67
PEQU_22423,69,96,29,122,117,92
PEQU_26141,16,0,24,5,0,4
PEQU_26140,229,142,142,86,188,100
PEQU_23391,49,70,68,8,28,29
PEQU_25433,1343,2033,1025,806,1409,700
PEQU_26145,1182,1982,1196,1318,1710,1662
PEQU_26144,316,265,153,217,237,190
PEQU_26147,48,42,88,3,0,0
PEQU_26146,0,0,0,0,0,0
PEQU_26149,2310,2717,2234,3170,3684,3132
PEQU_25434,633,939,863,1653,1742,1381
PEQU_23399,152,160,64,75,141,123
PEQU_23398,587,538,450,441,588,479
PEQU_25435,214,487,438,1021,943,853
PEQU_25436,392,609,464,751,857,695
PEQU_25437,70,77,82,142,89,90
PEQU_17503,700,888,741,554,609,523
PEQU_12750,950,1475,990,569,573,526
PEQU_01561,1305,2470,1060,1775,1411,1321
PEQU_17505,0,0,0,0,0,0
PEQU_15008,0,0,0,0,0,0
PEQU_15009,77,281,95,44,43,44
PEQU_12755,25002,32949,16655,2755,4055,3492
PEQU_15002,2,4,0,2,0,2
PEQU_15003,3728,5798,3752,204,229,87
PEQU_15000,0,6,0,0,0,0
PEQU_12754,3,13,13,2,4,9
PEQU_15006,16,13,10,0,9,8
PEQU_15004,0,1,0,0,0,0
PEQU_15005,210,375,269,208,172,259
PEQU_23645,209,249,125,140,175,158
PEQU_23644,1142,1143,774,2142,1899,1642
PEQU_31965,0,6,0,0,0,2
PEQU_31964,0,2,0,0,0,0
PEQU_23641,0,0,0,0,0,0
PEQU_23640,7,3,0,0,0,3
PEQU_16269,53,69,30,33,64,32
PEQU_31960,88,109,61,0,8,0
PEQU_16267,2824,4083,2516,2663,2546,2184
PEQU_16266,1129,1548,921,1223,1200,1107
PEQU_16265,0,4,0,4,0,0
PEQU_16264,781,1772,1208,399,358,334
PEQU_23649,48,53,64,37,70,96
PEQU_16262,52,62,40,363,369,357
PEQU_16261,11,7,4,75,45,54
PEQU_16260,12,15,2,68,52,53
PEQU_10632,165,1020,230,5,5,4
PEQU_17804,24,12,9,0,6,0
PEQU_10630,0,3,1,2,0,0
PEQU_10631,256,203,230,16,68,34
PEQU_10636,20,17,40,75,104,60
PEQU_10637,814,1079,632,631,495,568
PEQU_10634,4,11,17,26,44,29
PEQU_10635,770,1162,788,1682,1587,1350
PEQU_10638,452,841,774,3197,3520,2656
PEQU_17806,390,610,278,286,349,400
PEQU_17800,31,24,31,46,29,17
PEQU_12833,168,227,200,252,221,206
PEQU_12831,1083,1146,742,1114,1175,970
PEQU_10984,1897,2939,1733,2351,2499,2299
PEQU_10985,3,12,0,0,0,0
PEQU_10986,1280,1442,693,860,990,708
PEQU_10987,1900,1325,3252,3307,2729,2464
PEQU_10980,2056,3800,4587,9646,11640,9974
PEQU_10981,0,0,0,0,0,0
PEQU_10982,0,0,0,0,0,0
PEQU_10983,0,4,0,0,0,0
PEQU_10989,46,44,51,1285,1960,1174
PEQU_25499,0,0,0,0,0,0
PEQU_25729,0,0,0,0,0,0
PEQU_01201,1537,2472,1790,1768,2151,2081
PEQU_25722,0,0,0,0,0,0
PEQU_25724,0,0,0,0,0,0
PEQU_25726,0,0,0,0,0,0
PEQU_32436,0,0,0,2,0,0
PEQU_32437,422,730,302,512,412,381
PEQU_32430,29,55,51,2,8,3
PEQU_32431,0,27,37,11,11,11
PEQU_32432,29,18,8,44,43,20
PEQU_32433,44,42,32,400,476,340
PEQU_32438,0,0,0,0,0,6
PEQU_32439,0,0,0,0,0,0
PEQU_11583,0,0,0,0,0,0
PEQU_11582,151,113,99,1712,1946,1901
PEQU_11580,1179,3157,1289,56,106,64
PEQU_11587,27,28,25,70,68,74
PEQU_11586,0,0,0,0,0,2
PEQU_11585,130,262,210,561,732,547
PEQU_11584,1951,2870,1879,2702,3033,2716
PEQU_11589,241,393,220,5727,6813,5224
PEQU_11061,762,1320,1277,1382,1320,1173
PEQU_38179,0,1,0,0,3,3
PEQU_38178,0,0,0,0,0,0
PEQU_38173,0,0,12,0,4,0
PEQU_38172,15,18,35,34,21,38
PEQU_24453,0,0,0,2,0,0
PEQU_38177,38,26,35,59,42,77
PEQU_38176,823,1096,815,944,967,846
PEQU_30368,0,0,0,0,0,0
PEQU_30369,0,0,0,0,0,0
PEQU_30366,0,0,0,0,0,0
PEQU_30364,0,0,0,0,0,0
PEQU_30363,0,0,0,0,0,0
PEQU_36408,95,175,189,123,132,111
PEQU_36407,0,0,0,0,0,0
PEQU_36406,372,632,494,426,475,369
PEQU_36400,149,182,120,0,34,27
PEQU_36402,17,28,12,29,41,67
PEQU_33478,333,450,418,620,513,482
PEQU_33474,0,0,0,0,0,0
PEQU_29726,104,140,109,138,155,116
PEQU_29721,73,123,108,94,78,87
PEQU_26910,0,0,0,0,0,0
PEQU_26919,0,0,0,0,0,0
PEQU_18320,595,506,621,1041,1003,789
PEQU_18321,5,0,0,0,0,0
PEQU_18322,17,20,88,0,0,0
PEQU_18323,456,296,121,72,61,39
PEQU_18324,0,0,0,0,0,0
PEQU_31184,0,0,0,1,0,0
PEQU_18326,281,451,199,380,332,226
PEQU_18327,546,1515,972,206,186,202
PEQU_18328,297,896,571,34,55,32
PEQU_30588,0,0,0,0,0,0
PEQU_30582,150,116,67,129,158,138
PEQU_30583,440,834,638,3689,4079,3147
PEQU_34298,3,0,0,0,0,0
PEQU_34292,2704,6724,4555,1664,1140,1384
PEQU_34293,0,3,0,2,0,0
PEQU_34291,4,8,24,0,4,26
PEQU_34296,904,1523,1296,1722,1848,1503
PEQU_34294,186,189,149,1183,1665,889
PEQU_34295,18,9,9,20,36,40
PEQU_37752,0,0,0,0,0,0
PEQU_37753,411,509,583,579,663,577
PEQU_37750,62,94,70,163,231,144
PEQU_37751,729,914,577,997,1002,947
PEQU_05649,381,154,197,569,663,491
PEQU_37757,0,0,0,0,0,0
PEQU_37754,75,164,129,83,157,90
PEQU_37755,24,39,32,0,0,0
PEQU_05645,1769,814,707,75,165,76
PEQU_05644,509,377,334,178,308,156
PEQU_05647,1368,3045,2760,4197,4408,3739
PEQU_37759,937,1053,1064,4159,5236,3902
PEQU_05641,10470,16096,9665,8831,9279,8096
PEQU_05640,0,0,0,0,0,0
PEQU_05643,4,0,0,0,0,0
PEQU_05642,555,679,558,647,536,921
PEQU_30950,1131,1589,1056,4019,4528,3282
PEQU_34128,0,0,0,0,0,1
PEQU_34129,327,317,206,9356,11443,9119
PEQU_34124,242,334,252,236,283,286
PEQU_34126,0,0,0,0,0,0
PEQU_34127,0,0,0,0,0,0
PEQU_34120,0,0,0,0,0,0
PEQU_03195,269,315,353,1139,1071,1067
PEQU_19051,14,47,10,37,0,24
PEQU_19050,1194,1437,1144,510,571,469
PEQU_19053,0,8,0,0,0,0
PEQU_19052,0,0,0,0,0,0
PEQU_19054,1070,1243,1019,1453,1502,1353
PEQU_19057,0,0,0,0,0,0
PEQU_19056,0,0,0,0,0,0
PEQU_19059,2304,3477,2284,2624,2590,2510
PEQU_35452,405,540,322,156,213,223
PEQU_35451,0,0,0,0,0,0
PEQU_35450,0,0,0,0,0,0
PEQU_38830,0,0,0,10,15,10
PEQU_38831,258,263,180,167,221,183
PEQU_41708,0,0,0,0,0,0
PEQU_41709,0,0,0,0,0,0
PEQU_41702,13,11,15,12,23,15
PEQU_41703,0,0,0,0,0,0
PEQU_41704,0,0,0,0,3,3
PEQU_41705,26,20,19,25,36,20
PEQU_41706,0,0,0,0,0,0
PEQU_41707,0,0,0,0,0,0
PEQU_40079,0,0,0,605,462,468
PEQU_19589,4851,7953,6562,6081,6075,5449
PEQU_19588,8,0,22,0,0,0
PEQU_19583,252,255,177,182,103,118
PEQU_40070,5,30,13,0,6,0
PEQU_40073,0,0,0,2,0,0
PEQU_40072,159,143,131,195,157,189
PEQU_19587,449,801,378,422,433,396
PEQU_19586,30,20,26,0,0,0
PEQU_19585,0,8,0,37,29,18
PEQU_40076,1080,1600,851,276,289,328
PEQU_08602,0,0,0,0,0,0
PEQU_08603,0,0,0,0,0,0
PEQU_08600,0,12,0,0,0,0
PEQU_08601,1298,1325,1071,6185,6548,5775
PEQU_08606,212,329,199,135,152,186
PEQU_08607,372,60,60,669,460,666
PEQU_08604,678,850,717,283,312,237
PEQU_08605,352,367,468,1083,1105,784
PEQU_08608,234,381,254,182,173,146
PEQU_08609,76,144,84,93,89,102
PEQU_35981,0,0,0,0,0,0
PEQU_35980,8,30,8,48,31,31
PEQU_35983,734,1077,491,555,547,555
PEQU_35982,0,0,3,0,10,0
PEQU_03721,48,61,57,81,89,89
PEQU_04110,0,0,0,0,0,0
PEQU_03723,0,0,0,0,0,0
PEQU_03724,328,572,420,191,179,187
PEQU_03725,36,51,63,70,92,74
PEQU_03726,207,233,178,162,283,200
PEQU_03727,0,0,0,0,0,0
PEQU_03728,0,0,0,0,0,0
PEQU_03729,0,0,0,0,0,0
PEQU_04118,0,0,0,0,0,0
PEQU_36626,88,60,93,498,508,521
PEQU_36621,251,190,150,146,172,131
PEQU_36188,0,0,0,0,0,0
PEQU_36189,0,0,0,0,0,0
PEQU_38916,0,0,0,0,0,0
PEQU_38911,0,0,8,8,28,5
PEQU_36623,426,231,172,396,590,493
PEQU_38913,55,53,29,14,28,20
PEQU_38912,938,1839,899,1181,1324,1282
PEQU_36181,1261,1911,1017,523,626,586
PEQU_36183,0,0,0,0,0,0
PEQU_38919,1,2,3,10,8,9
PEQU_38918,0,0,0,0,0,0
PEQU_36187,23,12,12,0,6,8
PEQU_02450,0,0,0,0,0,0
PEQU_02453,0,0,4,0,0,0
PEQU_02452,0,0,0,45,0,0
PEQU_02455,403,523,488,523,497,417
PEQU_02454,1604,1795,1206,1027,1269,967
PEQU_02456,0,0,0,0,0,0
PEQU_02459,977,942,615,16057,15944,14273
PEQU_02458,780,1077,751,409,450,475
PEQU_00969,204,516,236,266,340,287
PEQU_00968,435,697,578,1002,1199,902
PEQU_00962,125,176,92,183,181,134
PEQU_00961,6,22,4,40,35,5
PEQU_00960,189,377,191,313,360,292
PEQU_00967,84,237,103,224,298,199
PEQU_00966,468,658,489,347,284,269
PEQU_00965,7,22,12,2,0,1
PEQU_00964,268,604,255,60,33,106
PEQU_05756,1974,2000,1344,2216,2312,1852
PEQU_02188,386,746,776,1013,1002,983
PEQU_21992,995,1144,1114,1993,2027,1644
PEQU_02183,0,0,0,0,0,0
PEQU_02181,125,239,208,398,353,325
PEQU_02187,0,0,0,0,0,0
PEQU_21995,0,0,0,0,0,0
PEQU_06600,0,0,0,0,0,0
PEQU_06601,1551,2058,2046,2218,2663,2246
PEQU_06602,437,665,397,805,766,604
PEQU_06603,632,846,1507,1852,2288,1866
PEQU_06604,3,4,6,25,20,28
PEQU_06605,14118,15018,9726,8501,8130,7639
PEQU_06606,181,207,207,260,278,234
PEQU_06607,48,42,42,8,0,3
PEQU_31260,486,1187,786,888,997,887
PEQU_17599,221,367,284,270,333,274
PEQU_04938,1009,1757,919,506,497,534
PEQU_04939,0,0,0,0,0,0
PEQU_04934,1064,949,862,1747,1489,1407
PEQU_04935,0,0,0,0,0,0
PEQU_04937,20,26,11,5,8,8
PEQU_04930,25,17,13,7,15,16
PEQU_04932,576,529,471,653,592,524
PEQU_04933,1060,2514,979,0,0,12
PEQU_01371,145,83,92,168,122,85
PEQU_01370,18,18,4,14,10,10
PEQU_01373,7,10,0,0,4,0
PEQU_01372,62,91,64,12,8,12
PEQU_01375,651,699,786,456,519,360
PEQU_01374,47,52,77,55,43,34
PEQU_01377,464,501,425,897,713,664
PEQU_01376,1996,3264,2033,4505,5282,4068
PEQU_01379,5397,6786,4243,3785,3363,3283
PEQU_01378,2,3,4,3,5,3
PEQU_28958,249,245,201,77,70,40
PEQU_23409,0,0,2,1,1,2
PEQU_23408,22,90,55,372,377,350
PEQU_23403,69,62,78,27,43,35
PEQU_23402,9,7,11,13,25,12
PEQU_23401,201,196,92,209,306,288
PEQU_23400,17,66,71,0,20,0
PEQU_23407,0,8,19,7,7,8
PEQU_23406,6578,8966,8080,8667,10404,8795
PEQU_23404,144,154,183,185,245,159
PEQU_18049,2221,2777,2450,5446,7203,4780
PEQU_27579,8,0,0,0,0,0
PEQU_27578,199,227,226,56,73,60
PEQU_27573,0,0,0,0,0,0
PEQU_18040,53,37,28,34,43,34
PEQU_18043,543,790,380,1075,926,874
PEQU_27570,967,3369,2347,503,351,411
PEQU_18045,386,523,369,310,236,206
PEQU_18044,93,80,65,180,204,158
PEQU_18047,376,574,652,454,500,468
PEQU_14369,1662,395,200,392,426,424
PEQU_24997,0,0,0,0,0,0
PEQU_24990,269,496,350,8441,6825,6123
PEQU_40923,151,183,96,779,928,783
PEQU_05312,72,172,157,122,170,116
PEQU_40920,91,169,97,351,362,260
PEQU_05316,2045,2966,2475,1708,1914,1730
PEQU_00138,1090,1250,874,1004,977,820
PEQU_00139,11,23,11,3,12,6
PEQU_00130,1446,1939,1164,2003,2180,1716
PEQU_00131,246,450,312,696,802,640
PEQU_00133,0,0,0,0,0,0
PEQU_00136,450,443,413,542,541,487
PEQU_00137,0,0,0,0,0,0
PEQU_14367,656,176,197,91,114,132
PEQU_14868,144,167,132,344,498,357
PEQU_26426,0,0,0,0,0,0
PEQU_14866,29,13,6,4,4,11
PEQU_14865,0,0,0,0,0,0
PEQU_05416,0,0,0,0,0,0
PEQU_14864,12,11,8,0,0,0
PEQU_26423,51,58,53,53,84,73
PEQU_15011,1534,1503,936,912,770,771
PEQU_21809,95,700,17,0,0,0
PEQU_21808,637,981,729,522,473,359
PEQU_15010,3,0,3,4,0,0
PEQU_21805,0,0,4,0,0,0
PEQU_21804,39,6,0,255,260,237
PEQU_21807,3,0,3,12,2,6
PEQU_21806,1990,4691,2560,1609,1729,1462
PEQU_21801,7,0,4,4,7,14
PEQU_15013,367,661,330,951,1031,807
PEQU_21803,144,80,94,256,224,221
PEQU_21802,6,7,2,13,16,6
PEQU_23673,68,129,213,281,198,167
PEQU_29313,0,0,0,0,0,0
PEQU_31612,0,0,0,0,0,0
PEQU_23674,666,1010,894,1150,930,965
PEQU_06953,437,531,404,1924,2117,1792
PEQU_26283,0,0,0,0,0,0
PEQU_07359,2829,8275,5455,2348,2192,1984
PEQU_07358,894,1590,1200,1197,1197,1136
PEQU_11879,3467,2437,1969,1456,1870,1343
PEQU_11878,0,0,0,0,0,0
PEQU_23858,48,44,16,0,0,0
PEQU_11873,51,5,113,33,46,59
PEQU_11872,103,158,79,40,36,19
PEQU_07353,0,0,0,0,0,0
PEQU_11870,1095,1965,1307,1588,1901,1764
PEQU_11877,511,601,370,519,703,496
PEQU_07354,725,1016,674,631,543,602
PEQU_07357,44,60,93,106,106,116
PEQU_07356,198,302,334,373,356,394
PEQU_03449,1720,3891,2940,4706,5114,4589
PEQU_03448,3750,3310,2266,1355,1443,1374
PEQU_03441,1,26,0,0,0,0
PEQU_03442,481,1405,808,2158,2133,2414
PEQU_03445,63,45,60,43,67,41
PEQU_03444,0,0,0,19,12,10
PEQU_03446,225,255,210,565,702,551
PEQU_09407,595,508,488,195,308,243
PEQU_09406,1191,1456,1087,1960,2452,1834
PEQU_09405,125,51,19,130,43,64
PEQU_09404,1004,1096,755,1391,1182,1178
PEQU_09403,11,20,4,6,2,1
PEQU_09402,89,90,51,316,313,286
PEQU_09400,100,181,134,238,309,197
PEQU_09409,493,576,429,590,494,479
PEQU_09408,196,331,130,203,157,186
PEQU_21112,333,454,362,336,384,406
PEQU_21111,0,0,0,0,0,0
PEQU_21110,77,88,102,73,76,114
PEQU_21117,0,4,0,0,0,4
PEQU_21115,0,0,0,1,0,0
PEQU_21119,0,0,0,1,0,0
PEQU_21118,1314,1854,1552,2324,2648,2069
PEQU_23985,208,307,199,2092,2300,1775
PEQU_23982,348,605,544,425,474,460
PEQU_23983,0,0,0,0,2,0
PEQU_23980,337,455,413,174,244,245
PEQU_23981,0,0,0,0,0,0
PEQU_23989,371,871,336,423,328,330
PEQU_31345,0,0,0,0,0,0
PEQU_31344,1198,1932,1267,1524,1640,1400
PEQU_31343,0,0,0,0,0,0
PEQU_31342,0,0,0,0,0,0
PEQU_31349,170,271,208,3288,3617,3014
PEQU_31348,894,1591,1146,1225,1238,1179
PEQU_10052,1394,2394,1983,1891,1789,1750
PEQU_10053,48,59,57,104,58,93
PEQU_10050,0,0,5,0,0,2
PEQU_10051,190,388,258,534,585,585
PEQU_10056,315,743,452,1332,1159,1119
PEQU_10054,1080,2147,1566,13696,14797,11595
PEQU_14962,0,0,0,0,0,0
PEQU_14963,0,23,0,10,44,30
