gene_id,sf1,sf2,sf3,sl1,sl2,sl3
PEQU_21109,0,0,0,0,0,0
PEQU_21104,65,123,68,227,265,162
PEQU_21105,0,0,0,1,0,2
PEQU_21106,1305,2169,1394,2218,3625,3399
PEQU_21107,0,0,0,0,0,0
PEQU_21100,0,0,0,0,0,2
PEQU_21101,2164,3324,2386,4152,4087,3735
PEQU_21102,0,0,0,0,0,0
PEQU_21103,742,987,831,905,890,799
PEQU_31350,0,0,0,1,0,0
PEQU_31351,2115,2988,2410,4465,4524,3839
PEQU_31352,11,0,5,18,40,101
PEQU_31353,100,811,67,14,22,16
PEQU_31354,8125,11299,6961,11139,10384,10010
PEQU_31355,248,385,367,227,286,244
PEQU_31356,3087,4696,4216,7453,7985,6881
PEQU_31357,308,352,305,851,831,823
PEQU_31358,219,85,73,519,591,467
PEQU_31359,72,95,80,167,150,141
PEQU_03289,0,7,0,6,0,0
PEQU_00298,960,800,589,670,798,598
PEQU_03288,90,160,119,235,341,269
PEQU_40515,8,10,8,2,12,14
PEQU_14999,763,1899,953,414,330,296
PEQU_14998,48,60,47,39,28,47
PEQU_14997,1542,1690,799,213,381,290
PEQU_14995,8,24,41,16,42,24
PEQU_14994,9,0,17,5,4,0
PEQU_14993,5129,5871,3735,6345,6744,5440
PEQU_14992,0,10,2,3,0,3
PEQU_14991,258,459,325,339,454,406
PEQU_14990,1475,1897,1386,1664,1794,1607
PEQU_16849,171,121,174,7,62,14
PEQU_38943,42,46,38,35,39,38
PEQU_16846,35,13,128,0,0,0
PEQU_16844,6,0,5,0,0,0
PEQU_03281,0,0,0,0,0,0
PEQU_16841,0,0,0,0,0,0
PEQU_16840,381,883,365,2707,2319,2239
PEQU_03280,3,9,4,0,0,0
PEQU_17718,161,119,103,32,77,58
PEQU_17714,0,0,0,0,0,0
PEQU_03287,0,0,0,0,3,0
PEQU_17710,5,8,4,37,6,13
PEQU_17711,0,0,0,0,0,0
PEQU_03286,5428,4810,3616,5601,5130,4606
PEQU_24059,0,0,0,0,0,0
PEQU_24057,0,0,0,0,0,0
PEQU_24053,0,0,0,0,0,0
PEQU_09286,27,71,170,88,79,70
PEQU_25908,0,0,0,0,0,0
PEQU_25909,906,2054,1017,353,356,392
PEQU_25902,0,0,0,0,0,0
PEQU_25903,789,1534,1095,3594,2840,2600
PEQU_25904,0,0,0,0,0,0
PEQU_25905,413,834,573,681,770,637
PEQU_25906,0,16,17,0,0,0
PEQU_25907,1072,1183,990,1049,1280,1171
PEQU_32191,0,0,0,0,0,0
PEQU_04581,3494,4680,3844,4552,4697,4142
PEQU_30908,0,0,0,0,0,0
PEQU_30909,1154,1322,930,741,715,542
PEQU_30906,8,23,22,190,146,137
PEQU_30907,36,74,94,95,82,117
PEQU_30905,7,30,34,378,355,281
PEQU_30901,67,77,52,17,39,37
PEQU_11006,0,0,0,0,0,0
PEQU_11007,121,150,137,243,257,215
PEQU_11005,0,0,0,0,0,0
PEQU_11002,774,2156,872,108,116,112
PEQU_11003,573,956,731,1566,1452,1635
PEQU_11000,1651,2483,2142,2965,3342,2970
PEQU_11001,0,0,0,0,0,0
PEQU_11008,2179,2948,1917,1518,1479,1172
PEQU_11009,257,378,223,1042,1105,990
PEQU_15716,428,632,511,406,476,450
PEQU_15717,0,0,0,0,0,8
PEQU_15714,66,46,31,1001,990,586
PEQU_15715,0,0,0,0,4,0
PEQU_15712,1159,2074,1996,3345,3435,3090
PEQU_15710,179,112,99,110,158,114
PEQU_15711,0,0,0,0,0,0
PEQU_15718,0,0,0,0,0,0
PEQU_15719,5,14,11,16,11,0
PEQU_33248,346,483,456,121,89,121
PEQU_33249,132,115,109,0,2,0
PEQU_33244,19,2,0,15,53,9
PEQU_33245,2,0,3,22,29,5
PEQU_26343,680,1059,1055,2387,2768,2378
PEQU_26340,0,0,3,0,0,0
PEQU_26346,0,0,0,2,0,0
PEQU_28405,307,385,234,305,245,285
PEQU_36997,0,0,0,0,0,0
PEQU_36994,0,0,0,0,0,0
PEQU_36991,126,60,82,208,278,162
PEQU_36990,0,0,0,0,0,0
PEQU_41225,185,283,272,231,245,261
PEQU_10878,0,0,0,4,0,0
PEQU_10879,341,423,223,271,287,285
PEQU_10874,1068,2115,1558,2086,1969,2032
PEQU_10875,490,742,488,10903,11745,9319
PEQU_10877,471,660,424,836,882,781
PEQU_10871,418,733,719,682,824,625
PEQU_29030,0,0,0,0,0,0
PEQU_29031,336,458,304,842,876,731
PEQU_29032,6,9,51,99,104,113
PEQU_29033,1033,1605,1860,2426,2073,1983
PEQU_29035,0,0,0,0,0,0
PEQU_29036,20,16,12,110,124,68
PEQU_29037,4,8,8,0,0,0
PEQU_29038,0,0,0,0,0,0
PEQU_34738,0,0,0,0,0,0
PEQU_34731,0,0,0,0,0,0
PEQU_34730,773,957,604,1007,1055,819
PEQU_34733,0,0,0,0,0,0
PEQU_34735,0,0,3,0,8,4
PEQU_41223,59,55,86,328,384,240
PEQU_12400,0,4,0,541,414,526
PEQU_30297,334,877,532,945,990,843
PEQU_30294,796,1024,679,1425,1458,1213
PEQU_30295,411,767,487,4450,4892,3687
PEQU_30292,0,0,0,0,0,0
PEQU_30290,395,560,371,1312,1449,1278
PEQU_30291,1135,1632,1300,3216,3400,2924
PEQU_30298,0,0,0,0,0,0
PEQU_32676,12,0,10,0,4,0
PEQU_32677,0,0,0,1,0,0
PEQU_32674,108,131,104,1459,1286,979
PEQU_32675,58,117,67,171,154,173
PEQU_32673,667,934,701,847,936,739
PEQU_32670,0,0,0,0,0,0
PEQU_32678,4348,6653,3576,1753,1633,1378
PEQU_32679,2351,3831,2112,1051,962,854
PEQU_38735,0,0,0,0,0,0
PEQU_38734,169,53,75,28,24,35
PEQU_38737,157,190,145,786,912,787
PEQU_38736,39,32,20,36,18,28
PEQU_38731,0,0,0,0,0,0
PEQU_38730,41,36,23,302,268,244
PEQU_38733,129,164,140,0,11,10
PEQU_38732,0,7,0,3,0,0
PEQU_30120,595,887,724,2800,2534,2125
PEQU_30121,0,0,0,0,0,0
PEQU_30122,0,0,0,0,0,0
PEQU_29690,94,97,70,100,117,124
PEQU_30125,0,0,0,0,0,0
PEQU_30126,0,0,0,0,0,0
PEQU_30127,217,439,331,501,762,599
PEQU_09993,164,350,154,357,296,166
PEQU_09992,0,0,0,0,0,0
PEQU_09995,360,477,356,279,323,267
PEQU_09994,0,0,0,0,0,0
PEQU_09997,0,0,0,0,0,0
PEQU_09996,0,0,0,0,0,0
PEQU_28341,5664,9612,1322,8475,3490,3395
PEQU_28345,0,0,2,6,0,0
PEQU_28344,38,72,59,55,83,44
PEQU_28348,4509,5480,3896,5141,5278,4531
PEQU_29966,515,996,459,1559,1260,1431
PEQU_29967,347,716,385,1478,1493,1424
PEQU_29964,5,12,8,82,91,74
PEQU_29962,177,258,267,356,413,315
PEQU_29963,934,757,623,3951,4544,4141
PEQU_29968,2515,3779,2416,5247,5305,4442
PEQU_29969,73,44,60,26,30,33
PEQU_39068,0,0,0,2,0,0
PEQU_39069,26,184,96,28,96,58
PEQU_39062,67,64,44,67,59,66
PEQU_39063,7,31,19,0,1,0
PEQU_39061,81,225,178,242,331,234
PEQU_39067,54,67,29,34,39,34
PEQU_39064,0,0,2,12,11,2
PEQU_18298,2444,3237,2248,4433,4925,4056
PEQU_31658,0,0,0,0,0,0
PEQU_36609,0,0,0,0,0,0
PEQU_18290,98,163,122,47,67,92
PEQU_18291,383,420,459,510,506,437
PEQU_31653,143,144,160,299,345,238
PEQU_36604,198,182,211,448,506,418
PEQU_36603,0,0,0,0,0,0
PEQU_18295,0,0,0,0,0,0
PEQU_31657,603,776,536,606,698,516
PEQU_36600,4,6,4,12,0,0
PEQU_00348,19,160,110,22,39,58
PEQU_41344,3,0,0,46,35,19
PEQU_00343,8,21,11,0,0,0
PEQU_00342,4,0,10,0,0,0
PEQU_00341,0,2,0,0,0,1
PEQU_00340,832,1196,643,336,293,220
PEQU_00347,56,49,48,0,0,0
PEQU_00346,1885,6443,3423,1819,1864,1415
PEQU_00345,363,574,753,742,911,839
PEQU_00344,37,38,27,16,19,14
PEQU_05195,9,0,14,0,0,0
PEQU_05194,826,1074,745,972,939,797
PEQU_05197,216,451,289,579,630,500
PEQU_05196,251,308,280,216,187,161
PEQU_05191,493,803,812,757,794,669
PEQU_05190,60,72,38,183,162,133
PEQU_05193,0,23,13,11,20,29
PEQU_05192,18,25,20,28,20,6
PEQU_08116,419,509,376,1351,1371,1235
PEQU_08115,0,0,0,0,0,0
PEQU_08112,0,0,0,0,0,0
PEQU_05198,0,0,0,0,0,0
PEQU_08110,10,8,11,4,0,1
PEQU_41508,1381,1319,1097,1322,1329,905
PEQU_41509,0,0,0,0,0,0
PEQU_41503,715,812,288,404,279,434
PEQU_41500,156,237,220,68,76,73
PEQU_41501,7,19,9,0,0,2
PEQU_41506,0,0,0,0,0,0
PEQU_41507,0,0,0,0,0,0
PEQU_41504,325,565,425,286,285,214
PEQU_41505,0,0,0,0,0,0
PEQU_37558,386,513,426,394,699,547
PEQU_40459,971,1309,666,982,1168,808
PEQU_40458,0,0,0,0,0,0
PEQU_05447,276,94,118,2602,2942,2273
PEQU_05446,3396,4591,3179,5493,5341,4826
PEQU_40455,0,0,0,0,0,0
PEQU_37557,0,0,0,0,0,0
PEQU_40453,8,4,12,7,0,6
PEQU_37551,0,0,0,0,0,0
PEQU_40451,23,30,56,155,171,61
PEQU_40450,991,1286,775,1294,1296,1101
PEQU_06186,10,41,4,166,172,144
PEQU_06184,1936,2242,1618,1793,1792,1630
PEQU_06183,78,57,50,53,39,40
PEQU_06182,304,357,303,180,130,126
PEQU_06189,69,39,119,77,165,136
PEQU_06188,41,82,76,194,274,155
PEQU_02877,1096,1607,1662,210,170,134
PEQU_02876,1359,1224,958,627,708,640
PEQU_02874,8,14,16,34,53,47
PEQU_02873,564,1164,979,1748,1707,1329
PEQU_02872,232,96,35,0,7,10
PEQU_02870,0,2,0,23,12,15
PEQU_02879,2424,3882,2248,6385,5970,7223
PEQU_19653,252,111,429,0,0,0
PEQU_19652,310,336,294,157,145,105
PEQU_19651,67,293,1269,2335,2601,2495
PEQU_19650,18,21,97,172,172,203
PEQU_19656,623,954,604,727,700,686
PEQU_19655,7,4,6,0,0,0
PEQU_19654,921,182,289,0,12,4
PEQU_19659,0,0,0,0,0,0
PEQU_18007,26,78,54,129,183,132
PEQU_03698,1398,1493,939,1613,1639,1268
PEQU_03699,1173,1455,1183,1737,1837,1518
PEQU_27534,0,0,0,0,0,0
PEQU_03690,8,4,0,6,0,8
PEQU_03691,0,0,0,0,4,3
PEQU_03692,203,199,187,508,636,374
PEQU_03693,34,59,45,279,222,174
PEQU_03694,2932,4955,4372,4694,4587,4149
PEQU_03695,1522,1716,622,1172,1341,1141
PEQU_03696,356,632,511,635,631,439
PEQU_03697,453,542,419,561,515,531
PEQU_08808,3978,3952,2738,2457,2594,2225
PEQU_08809,239,385,381,537,671,617
PEQU_08804,29,52,52,93,101,93
PEQU_08805,380,628,488,602,702,525
PEQU_08807,2555,4113,3374,15072,17178,14967
PEQU_08800,1058,2033,1347,2504,2812,2230
PEQU_08801,0,0,0,0,0,0
PEQU_08802,38,33,7,0,8,14
PEQU_08803,28,7,35,12,0,4
PEQU_04318,4,11,16,23,54,13
PEQU_04319,3048,3541,2599,9083,9396,7637
PEQU_04314,82,89,123,276,255,270
PEQU_04315,292,712,263,233,269,263
PEQU_04316,178,213,190,165,161,120
PEQU_04317,381,247,246,1706,3307,1718
PEQU_04310,0,0,0,5,2,2
PEQU_04311,381,552,575,1486,1863,1464
PEQU_04313,110,113,86,1562,1684,1632
PEQU_02253,686,987,666,863,924,1009
PEQU_02252,0,2,2,0,0,0
PEQU_02251,0,0,0,0,0,0
PEQU_02250,693,812,735,812,1028,717
PEQU_02257,185,276,217,376,388,340
PEQU_02256,22,52,12,34,50,18
PEQU_02255,8,68,4,2,12,0
PEQU_02254,0,0,0,0,0,0
PEQU_02259,440,603,342,1652,1222,1421
PEQU_02258,12,12,3,57,76,106
PEQU_00747,1873,4180,2306,6373,6802,5577
PEQU_12122,0,0,20,16,19,86
PEQU_05510,0,0,0,0,0,0
PEQU_12128,5,11,5,5,8,6
PEQU_12129,219,319,233,336,284,342
PEQU_00745,0,0,0,0,0,0
PEQU_23863,6,14,0,2,5,0
PEQU_05512,692,688,896,14034,16248,12573
PEQU_05515,999,1412,1095,852,915,883
PEQU_36388,277,361,225,286,299,265
PEQU_05517,1433,1555,1194,2101,1953,1699
PEQU_36382,280,644,411,1362,2044,1357
PEQU_36380,3,2,0,0,0,0
PEQU_36381,25,65,60,13,10,13
PEQU_36384,0,3,0,0,0,0
PEQU_07759,128,217,163,859,859,787
PEQU_07758,738,919,394,5343,6529,5233
PEQU_07755,10,11,4,9,8,0
PEQU_07754,24,38,30,70,85,68
PEQU_07757,0,0,0,5,12,0
PEQU_07756,5498,4077,3135,2204,2485,2190
PEQU_07751,643,527,328,628,694,535
PEQU_07750,339,393,519,405,486,324
PEQU_27698,181,330,275,270,433,334
PEQU_27699,1,0,0,4,0,0
PEQU_27694,10,5,4,2,3,8
PEQU_27695,0,0,0,0,0,0
PEQU_27692,459,502,460,542,606,451
PEQU_27693,0,0,0,0,0,0
PEQU_27690,778,1460,930,1244,1301,1167
PEQU_21229,0,0,4,0,0,0
PEQU_21225,0,0,0,0,0,0
PEQU_21221,2294,3664,2569,2506,2703,2037
PEQU_21220,0,0,0,0,0,0
PEQU_21223,0,0,0,0,0,0
PEQU_13651,539,628,657,295,359,350
PEQU_13650,94,118,42,38,43,60
PEQU_13653,1491,1500,1089,1395,1341,1217
PEQU_14604,1463,2109,1256,854,835,1031
PEQU_13655,1501,2039,1239,1235,1226,1285
PEQU_14602,93,145,78,75,72,39
PEQU_14601,1031,748,813,2213,2466,2265
PEQU_14600,531,1390,1150,1977,2029,1583
PEQU_13659,1791,2070,2809,680,811,806
PEQU_14609,990,728,821,332,331,330
PEQU_14608,470,471,271,959,918,930
PEQU_21597,20,24,38,32,52,33
PEQU_21596,391,547,553,519,731,481
PEQU_21595,0,0,0,6,0,0
PEQU_13388,0,0,0,0,0,0
PEQU_21593,131,177,175,294,327,315
PEQU_21592,248,1035,846,657,731,510
PEQU_35848,0,3,0,0,2,0
PEQU_13382,3,17,2,11,3,2
PEQU_13381,127,268,221,51,58,52
PEQU_13380,0,3,12,12,6,0
PEQU_13387,0,0,0,0,0,0
PEQU_13386,2563,3818,2873,1168,1294,1134
PEQU_21599,0,0,0,2,0,0
PEQU_21598,2052,3745,3365,5008,5239,4201
PEQU_06402,1256,1554,1035,1153,1364,1088
PEQU_06403,268,396,320,775,972,851
PEQU_06401,0,0,0,0,0,0
PEQU_06406,572,1923,637,642,854,356
PEQU_06407,0,0,0,0,0,0
PEQU_06404,0,0,0,0,0,0
PEQU_06405,1700,1820,1322,1242,1182,1040
PEQU_06408,667,1613,725,391,457,398
PEQU_06409,0,0,0,0,0,0
PEQU_20173,0,0,0,0,0,0
PEQU_20178,0,0,0,0,0,0
PEQU_15554,151,178,176,260,186,174
PEQU_15555,20,27,43,0,2,0
PEQU_15557,17,117,28,0,0,5
PEQU_15550,535,549,359,963,1236,975
PEQU_15551,0,0,0,0,0,0
PEQU_15552,1249,1199,739,926,848,773
PEQU_15553,1721,2413,1940,2406,2548,1911
PEQU_15559,6,2,1,16,19,14
PEQU_30899,1208,996,729,0,0,0
PEQU_30895,0,11,36,70,86,93
PEQU_34308,402,681,421,644,841,626
PEQU_24679,0,0,0,0,0,0
PEQU_24678,0,0,0,0,0,0
PEQU_09288,3,5,0,0,0,0
PEQU_24675,0,6,7,15,8,9
PEQU_24674,196,617,402,1528,1528,1395
PEQU_24676,7,4,12,12,0,0
PEQU_24671,4,0,0,0,0,0
PEQU_24670,53,74,98,114,107,85
PEQU_24673,179,234,188,109,130,103
PEQU_34300,0,0,0,0,0,0
PEQU_39157,0,0,0,0,0,0
PEQU_09283,57,129,89,181,132,133
PEQU_09282,0,0,0,0,0,0
PEQU_09285,0,0,0,1,4,6
PEQU_09284,121,152,149,244,175,178
PEQU_39150,7,10,11,2,1,3
PEQU_16148,1042,2065,1339,1538,1257,1025
PEQU_16146,1138,2148,1839,1567,1587,1217
PEQU_16147,545,936,679,583,692,540
PEQU_16145,0,0,0,0,3,0
PEQU_16142,71,52,54,0,4,0
PEQU_16143,1614,3777,2028,3193,3392,2877
PEQU_16140,0,0,0,0,0,0
PEQU_16141,115,74,83,0,6,2
PEQU_25280,118,68,73,8,14,0
PEQU_30728,48,70,43,72,98,87
PEQU_30729,559,464,316,394,442,308
PEQU_30726,4,0,4,0,0,0
PEQU_30727,221,277,284,511,436,374
PEQU_30725,162,272,185,54,78,68
PEQU_30722,0,0,0,0,0,0
PEQU_30723,0,0,0,0,0,0
PEQU_30720,34,24,42,98,66,63
PEQU_30721,207,231,224,98,85,79
PEQU_20958,1787,2500,1891,4156,4376,3449
PEQU_34438,0,0,0,0,0,0
PEQU_34439,655,1856,775,370,428,318
PEQU_20954,12,29,29,120,167,167
PEQU_34437,2133,4469,3734,5222,6248,6358
PEQU_20951,0,0,0,0,0,0
PEQU_20952,4,8,4,922,1020,675
PEQU_20953,191,294,213,313,287,239
PEQU_32518,19,14,18,22,20,19
PEQU_22316,308,326,125,476,497,483
PEQU_22317,125,144,111,258,296,300
PEQU_32515,2485,3616,2278,4697,4622,4115
PEQU_32514,549,598,736,4708,4141,4041
PEQU_34380,54,14,40,51,55,49
PEQU_34381,23,24,34,0,0,0
PEQU_09203,1519,3625,2508,2258,2128,1949
PEQU_25208,579,1096,829,981,1059,911
PEQU_09205,0,0,0,0,0,0
PEQU_09204,395,504,384,334,370,310
PEQU_09207,479,933,721,855,718,722
PEQU_09206,0,0,0,0,0,0
PEQU_09209,57,16,0,0,0,0
PEQU_34389,16,6,6,10,7,9
PEQU_25201,0,0,0,5,0,8
PEQU_25200,0,0,1,0,0,0
PEQU_25207,261,376,235,341,339,297
PEQU_25206,338,574,357,279,322,298
PEQU_25205,60,28,55,34,52,20
PEQU_25204,0,0,0,4,0,0
PEQU_22318,0,0,0,0,0,0
PEQU_19357,1483,2893,1563,6868,7039,5775
PEQU_31099,595,721,455,335,382,317
PEQU_31098,0,0,0,0,0,0
PEQU_31097,154,280,120,85,15,44
PEQU_31096,0,0,0,0,0,0
PEQU_31092,0,0,0,0,0,0
PEQU_19857,0,0,0,0,0,0
PEQU_28895,0,15,31,36,48,18
PEQU_28894,8,20,104,174,129,132
PEQU_28897,880,2025,1234,1027,1114,945
PEQU_28896,573,909,632,1071,1333,1235
PEQU_28891,55,141,61,29,70,35
PEQU_28890,0,3,0,2,0,0
PEQU_28893,969,1536,1391,2061,2500,2263
PEQU_28892,557,375,365,551,461,455
PEQU_28899,266,547,598,497,369,433
PEQU_28898,0,0,0,0,0,0
PEQU_20070,528,537,598,3121,3200,2675
PEQU_10259,1892,1110,852,5193,5174,4308
PEQU_10255,0,0,0,0,0,0
PEQU_10257,2170,2531,1589,1058,901,937
PEQU_10250,7,59,62,21,11,13
PEQU_10251,1117,2571,1973,1338,1091,1240
PEQU_10252,7,30,31,6,12,23
PEQU_10253,120,102,131,303,318,215
PEQU_40619,103,93,113,420,538,369
PEQU_40618,39,97,54,153,141,135
PEQU_40615,161,199,127,48,40,30
PEQU_40614,0,110,88,152,0,137
PEQU_40617,196,222,142,111,95,42
PEQU_40616,338,459,194,201,226,166
PEQU_40611,31,74,129,127,109,93
PEQU_40610,0,0,0,0,0,0
PEQU_40613,0,5,2,4,4,6
PEQU_32014,46,49,9,41,45,39
PEQU_32015,0,0,0,0,0,0
PEQU_32012,38,18,17,13,18,5
PEQU_32013,0,0,0,0,0,0
PEQU_32010,6335,8444,5973,5470,5044,6545
PEQU_32011,0,0,0,0,0,0
PEQU_32018,0,0,0,0,0,0
PEQU_01506,55,90,73,40,45,42
PEQU_01507,5647,6786,4445,3103,3263,2915
PEQU_41163,14,12,10,4,12,12
PEQU_01504,4,10,9,0,3,12
PEQU_12611,567,712,569,439,437,376
PEQU_17224,742,818,968,301,190,227
PEQU_01503,322,425,434,262,248,277
PEQU_01500,560,729,605,596,750,518
PEQU_17227,256,407,367,1002,954,862
PEQU_40695,153,134,89,113,117,27
PEQU_37147,0,0,0,0,0,0
PEQU_37146,0,0,0,0,0,0
PEQU_37145,0,0,0,0,0,0
PEQU_37144,196,278,199,55,72,73
PEQU_37143,0,0,0,0,0,0
PEQU_37142,0,0,0,0,0,0
PEQU_37141,0,0,1,0,0,1
PEQU_37140,194,288,189,185,170,104
PEQU_40691,0,0,0,0,0,0
PEQU_37149,1508,1280,929,1822,1672,1441
PEQU_19945,0,0,0,0,0,0
PEQU_40692,5,0,0,4,5,0
PEQU_07315,101,217,48,180,149,123
PEQU_41989,720,1159,851,5366,5422,5284
PEQU_41986,4,7,45,58,70,80
PEQU_41987,107,76,60,42,77,34
PEQU_41984,0,0,0,0,0,0
PEQU_41985,0,3,0,0,3,0
PEQU_41982,0,0,0,0,0,0
PEQU_41983,11,25,13,31,57,40
PEQU_41981,38,93,94,1209,1431,1077
PEQU_19769,0,0,0,0,0,2
PEQU_07311,0,5,11,0,2,5
PEQU_08421,168,128,124,249,284,248
PEQU_36812,582,508,483,581,553,549
PEQU_36813,0,0,9,25,12,0
PEQU_36810,0,0,0,0,0,0
PEQU_36811,1173,2932,2030,1365,1702,1309
PEQU_36816,0,11,15,10,17,50
PEQU_31849,0,0,0,0,0,0
PEQU_36814,0,0,0,0,0,0
PEQU_36815,0,4,0,0,0,0
PEQU_31845,0,0,25,0,0,4
PEQU_31846,0,2,6,0,1,0
PEQU_31841,0,0,0,0,0,0
PEQU_31842,73,80,48,94,155,101
PEQU_31843,0,0,0,0,0,0
PEQU_04597,252,397,208,148,143,131
PEQU_04594,901,866,549,791,703,694
PEQU_37856,102,204,143,0,7,9
PEQU_37853,0,0,0,0,0,0
PEQU_37859,1869,2410,1612,2655,2485,2251
PEQU_04593,0,0,0,0,2,0
PEQU_04590,0,0,17,10,2,9
PEQU_05229,232,234,136,244,99,166
PEQU_05228,301,420,302,342,309,298
PEQU_05227,27,10,12,2309,2054,1406
PEQU_05226,576,520,457,52145,61690,49585
PEQU_05225,50,44,20,1599,1892,1496
PEQU_05224,40,61,15,97,85,70
PEQU_05223,0,0,0,0,0,0
PEQU_05222,92,132,51,19,32,12
PEQU_05221,0,2,0,0,0,8
PEQU_05220,279,473,450,729,1074,658
PEQU_38509,880,1175,640,417,518,406
PEQU_38503,0,0,0,0,0,0
PEQU_38500,0,0,0,0,0,0
PEQU_38506,704,2607,1233,1251,1751,1463
PEQU_38507,80,180,92,221,170,229
PEQU_38504,29,4,20,4,13,3
PEQU_38505,0,0,0,0,0,0
PEQU_35569,24,42,30,79,64,57
PEQU_35568,0,0,3,0,0,6
PEQU_35567,10,10,4,8,8,18
PEQU_35566,150,358,155,1092,652,556
PEQU_35564,0,0,0,0,0,0
PEQU_35563,0,4,0,4,0,0
PEQU_35560,550,957,673,744,740,690
PEQU_04578,0,0,0,0,0,0
PEQU_07829,1193,864,765,50,72,54
PEQU_04574,1682,2162,1392,1310,1334,1337
PEQU_04575,4997,5694,3300,2283,3072,2573
PEQU_04576,2418,4323,3078,6671,6750,5540
PEQU_04577,3128,5701,3914,1972,2132,1596
PEQU_04570,0,0,0,19,63,30
PEQU_04571,416,313,272,1050,1027,1000
PEQU_04572,1776,2275,1185,3001,3261,2787
PEQU_04573,15,9,24,19,15,22
PEQU_28137,0,0,0,0,0,0
PEQU_28134,0,0,0,0,0,0
PEQU_28135,0,0,0,0,0,0
PEQU_28132,0,0,0,0,0,0
PEQU_28133,0,0,0,0,0,0
PEQU_28131,526,833,572,646,604,593
PEQU_42035,332,653,493,1625,2202,1475
PEQU_07824,1345,2729,2574,1652,1556,1468
PEQU_07822,2,13,18,0,0,0
PEQU_42030,22,56,51,117,153,82
PEQU_41207,505,582,343,168,154,191
PEQU_41201,1356,1566,1061,893,673,650
PEQU_41200,102,130,125,368,418,361
PEQU_41203,10,12,25,0,0,0
PEQU_41202,0,5,0,0,0,0
PEQU_38616,112,558,203,1,10,1
PEQU_41209,6,15,23,70,66,91
PEQU_41208,0,0,0,0,0,0
PEQU_19284,0,0,0,0,0,0
PEQU_19285,14,21,34,0,0,5
PEQU_19286,228,483,360,265,263,162
PEQU_19287,254,218,184,426,304,431
PEQU_07179,13,5,8,0,0,0
PEQU_07178,14,61,66,10,0,12
PEQU_19282,113,246,158,661,749,796
PEQU_08308,543,513,459,585,636,479
PEQU_08307,814,904,564,635,795,632
PEQU_08306,268,339,277,397,425,366
PEQU_08305,205,241,166,161,129,119
PEQU_07176,0,1,0,2,2,2
PEQU_07171,833,892,622,605,729,627
PEQU_19289,0,0,0,0,0,0
PEQU_08301,0,0,0,0,0,0
PEQU_08300,2514,2704,1640,2151,1943,1724
PEQU_04080,876,1016,598,261,232,176
PEQU_36034,6,4,3,16,18,7
PEQU_36035,141,128,95,59,110,95
PEQU_36036,0,0,0,0,0,0
PEQU_36030,8,34,10,0,0,8
PEQU_33944,182,112,160,100,158,153
PEQU_13871,12,0,12,7,6,9
PEQU_13870,510,712,488,622,614,514
PEQU_13873,1893,2656,1577,2969,2934,2332
PEQU_13872,268,439,247,3416,3452,2966
PEQU_13875,0,17,7,0,0,0
PEQU_13874,18,6,0,0,0,0
PEQU_13877,0,0,0,0,0,0
PEQU_13879,89,84,109,880,1269,724
PEQU_13878,5,85,32,0,20,8
PEQU_18733,0,0,0,0,0,0
PEQU_31853,0,0,0,0,0,0
PEQU_18731,0,0,0,0,0,0
PEQU_18730,0,0,0,0,0,0
PEQU_18737,2586,3212,1978,1184,1203,1047
PEQU_18736,8,11,18,49,40,4
PEQU_18735,0,0,0,0,0,0
PEQU_18734,0,0,2,0,0,0
PEQU_18738,0,12,0,0,4,0
PEQU_31851,0,0,0,0,0,0
PEQU_05768,23,79,10,18,35,8
PEQU_05769,1870,2738,2140,3483,3787,3001
PEQU_40552,151,48,52,32,121,81
PEQU_05763,417,1133,563,72,65,62
PEQU_05760,0,0,0,0,0,0
PEQU_05761,0,0,0,0,0,0
PEQU_05766,219,178,199,517,611,405
PEQU_40557,1469,2581,1725,3747,3564,2895
PEQU_05764,919,2204,1320,413,463,505
PEQU_36804,405,207,167,126,168,160
PEQU_03089,6,0,13,0,0,0
PEQU_03088,6,0,6,6,6,4
PEQU_03081,414,347,285,1261,1108,941
PEQU_03080,0,0,0,0,0,0
PEQU_03083,265,456,283,3360,3607,3309
PEQU_03082,0,0,0,0,0,0
PEQU_03085,1490,1936,1090,1677,1627,1548
PEQU_03086,1241,1732,1316,1985,2066,1978
PEQU_06222,0,0,8,1,15,0
PEQU_06223,2,0,1,6,13,7
PEQU_06220,969,1397,899,1798,1567,1643
PEQU_06221,143,136,175,54,19,37
PEQU_06226,9,10,19,26,25,14
PEQU_06227,0,3,0,0,2,15
PEQU_06224,0,0,0,0,0,0
PEQU_06225,1011,2284,1661,2261,2539,2079
PEQU_06228,131,147,209,16,13,22
PEQU_06229,26,32,43,0,0,17
PEQU_02932,0,0,0,0,0,0
PEQU_02930,20,22,4,0,0,0
PEQU_02931,0,0,0,0,0,0
PEQU_31737,36,138,51,335,155,242
PEQU_02939,469,408,267,263,167,248
PEQU_00682,150,170,189,38,64,51
PEQU_00680,0,5,2,0,0,0
PEQU_00681,0,4,0,8,4,0
PEQU_00687,147,468,197,548,679,474
PEQU_00684,40,28,36,8,5,2
PEQU_00685,133,144,48,62,41,54
PEQU_36500,0,0,0,0,0,0
PEQU_00688,106,130,90,192,217,172
PEQU_00689,13,6,10,82,51,55
PEQU_03333,1854,1321,616,458,436,365
PEQU_03331,673,1310,972,2850,3143,2783
